#ORDER,CNE_NAME,SYMBOL,START,STOP
7339,CRCNE00008643,5,66,72
7340,CRCNE00008643,B,119,124
7341,CRCNE00008643,B,171,176
7342,CRCNE00008645,O,53,58
7343,CRCNE00008647,G,48,53
7344,CRCNE00008647,S,121,127
7345,CRCNE00008647,O,151,156
7346,CRCNE00008647,M,197,203
7347,CRCNE00008652:CRCNE00008651:CRCNE00008650:CRCNE00008649:CRCNE00008648,K,53,58
7348,CRCNE00008652:CRCNE00008651:CRCNE00008650:CRCNE00008649:CRCNE00008648,D,53,60
7349,CRCNE00008652:CRCNE00008651:CRCNE00008650:CRCNE00008649:CRCNE00008648,2,112,119
7350,CRCNE00008652:CRCNE00008651:CRCNE00008650:CRCNE00008649:CRCNE00008648,L,245,252
7351,CRCNE00008652:CRCNE00008651:CRCNE00008650:CRCNE00008649:CRCNE00008648,G,403,408
7352,CRCNE00008652:CRCNE00008651:CRCNE00008650:CRCNE00008649:CRCNE00008648,B,453,458
7353,CRCNE00008653,5,53,59
7354,CRCNE00008657:CRCNE00008656:CRCNE00008655,2,234,241
7355,CRCNE00008659,B,110,115
7356,CRCNE00008659,S,138,144
7357,CRCNE00008660,0,38,45
7358,CRCNE00008660,2,64,71
7359,CRCNE00008660,2,75,82
7360,CRCNE00008660,G,89,94
7361,CRCNE00008661,0,1,8
7362,CRCNE00008662,7,20,27
7363,CRCNE00008662,0,21,28
7364,CRCNE00008662,I,33,40
7365,CRCNE00008664,A,9,14
7366,CRCNE00008664,4,30,37
7367,CRCNE00008665,H,24,33
7368,CRCNE00008665,A,65,70
7369,CRCNE00008665,0,97,104
7370,CRCNE00008665,B,117,122
7371,CRCNE00008666,G,20,25
7372,CRCNE00008666,2,26,33
7373,CRCNE00008666,G,36,41
7374,CRCNE00008666,0,101,108
7375,CRCNE00008666,7,102,109
7376,CRCNE00008667,B,24,29
7377,CRCNE00008667,G,40,45
7378,CRCNE00008668,0,29,36
7379,CRCNE00008669,P,20,27
7380,CRCNE00008669,2,37,44
7381,CRCNE00008673:CRCNE00008672:CRCNE00008671,2,11,18
7382,CRCNE00008673:CRCNE00008672:CRCNE00008671,B,134,139
7383,CRCNE00008673:CRCNE00008672:CRCNE00008671,5,213,219
7384,CRCNE00008673:CRCNE00008672:CRCNE00008671,3,269,275
7385,CRCNE00008673:CRCNE00008672:CRCNE00008671,B,331,336
7386,CRCNE00008673:CRCNE00008672:CRCNE00008671,J,345,352
7387,CRCNE00008674,G,34,39
7388,CRCNE00008675,A,16,21
7389,CRCNE00008675,I,104,111
7390,CRCNE00008683,I,8,15
7391,CRCNE00008683,Q,42,48
7392,CRCNE00008695,H,40,49
7393,CRCNE00008695,G,42,47
7394,CRCNE00008696,O,44,49
7395,CRCNE00008706,5,18,24
7396,CRCNE00008719:CRCNE00008754:CRCNE00008715:CRCNE00008755,S,163,169
7397,CRCNE00008719:CRCNE00008754:CRCNE00008715:CRCNE00008755,H,166,175
7398,CRCNE00008725,B,11,16
7399,CRCNE00008729,G,55,60
7400,CRCNE00008729,B,87,92
7401,CRCNE00008729,H,139,148
7402,CRCNE00008729,G,141,146
7403,CRCNE00008730,U,46,52
7404,CRCNE00008731,S,20,26
7405,CRCNE00008732,2,15,22
7406,CRCNE00008732,O,23,28
7407,CRCNE00008733,B,1,6
7408,CRCNE00008733,2,47,54
7409,CRCNE00008733,K,105,110
7410,CRCNE00008734,A,34,39
7411,CRCNE00008734,B,79,84
7412,CRCNE00008734,G,191,196
7413,CRCNE00008735,G,120,125
7414,CRCNE00008735,A,216,221
7415,CRCNE00008735,A,223,228
7416,CRCNE00008736:CRCNE00008737,B,31,36
7417,CRCNE00008736:CRCNE00008737,O,54,59
7418,CRCNE00008736:CRCNE00008737,0,180,187
7419,CRCNE00008736:CRCNE00008737,F,218,223
7420,CRCNE00008736:CRCNE00008737,B,220,225
7421,CRCNE00008736:CRCNE00008737,B,316,321
7422,CRCNE00008736:CRCNE00008737,0,375,382
7423,CRCNE00008736:CRCNE00008737,7,376,383
7424,CRCNE00008738,5,50,56
7425,CRCNE00008738,2,53,60
7426,CRCNE00008738,K,115,120
7427,CRCNE00008738,G,162,167
7428,CRCNE00008739,0,2,9
7429,CRCNE00008739,O,63,68
7430,CRCNE00008739,R,78,84
7431,CRCNE00008739,B,114,119
7432,CRCNE00008739,0,119,126
7433,CRCNE00008740,G,1,6
7434,CRCNE00008740,O,45,50
7435,CRCNE00008740,G,97,102
7436,CRCNE00008740,K,114,119
7437,CRCNE00008740,0,146,153
7438,CRCNE00008741,B,63,68
7439,CRCNE00008743,C,54,61
7440,CRCNE00008743,2,123,130
7441,CRCNE00008743,E,128,134
7442,CRCNE00008743,O,173,178
7443,CRCNE00008744,B,35,40
7444,CRCNE00008744,B,58,63
7445,CRCNE00008744,2,94,101
7446,CRCNE00008744,G,275,280
7447,CRCNE00008745:CRCNE00008746:CRCNE00008747,O,36,41
7448,CRCNE00008745:CRCNE00008746:CRCNE00008747,H,97,106
7449,CRCNE00008745:CRCNE00008746:CRCNE00008747,O,296,301
7450,CRCNE00008745:CRCNE00008746:CRCNE00008747,A,336,341
7451,CRCNE00008745:CRCNE00008746:CRCNE00008747,B,408,413
7452,CRCNE00008745:CRCNE00008746:CRCNE00008747,5,456,462
7453,CRCNE00008748,J,24,31
7454,CRCNE00008749,O,127,132
7455,CRCNE00008749,B,152,157
7456,CRCNE00008749,A,305,310
7457,CRCNE00008751,0,21,28
7458,CRCNE00008752,H,24,33
7459,CRCNE00008752,B,63,68
7460,CRCNE00008752,B,71,76
7461,CRCNE00008753,5,31,37
7462,CRCNE00008753,2,54,61
7463,CRCNE00008756,H,138,147
7464,CRCNE00008756,A,162,167
7465,CRCNE00008756,H,168,177
7466,CRCNE00008757,O,94,99
7467,CRCNE00008757,O,121,126
7468,CRCNE00008757,B,190,195
7469,CRCNE00008757,0,226,233
7470,CRCNE00008758,B,49,54
7471,CRCNE00008760,I,42,49
7472,CRCNE00008761,I,100,107
7473,CRCNE00008762:CRCNE00008763,M,59,65
7474,CRCNE00008762:CRCNE00008763,2,143,150
7475,CRCNE00008764,B,82,87
7476,CRCNE00008764,U,106,112
7477,CRCNE00008765:CRCNE00008766,I,138,145
7478,CRCNE00008765:CRCNE00008766,B,151,156
7479,CRCNE00008767:CRCNE00008723,O,20,25
7480,CRCNE00008767:CRCNE00008723,G,39,44
7481,CRCNE00008767:CRCNE00008723,G,81,86
7482,CRCNE00008767:CRCNE00008723,H,83,92
7483,CRCNE00008767:CRCNE00008723,B,129,134
7484,CRCNE00008767:CRCNE00008723,G,178,183
7485,CRCNE00008768:CRCNE00008855:CRCNE00008769:CRCNE00011552,B,51,56
7486,CRCNE00008768:CRCNE00008855:CRCNE00008769:CRCNE00011552,0,71,78
7487,CRCNE00008768:CRCNE00008855:CRCNE00008769:CRCNE00011552,2,83,90
7488,CRCNE00008768:CRCNE00008855:CRCNE00008769:CRCNE00011552,2,117,124
7489,CRCNE00008768:CRCNE00008855:CRCNE00008769:CRCNE00011552,K,129,134
7490,CRCNE00008768:CRCNE00008855:CRCNE00008769:CRCNE00011552,C,149,156
7491,CRCNE00008768:CRCNE00008855:CRCNE00008769:CRCNE00011552,A,164,169
7492,CRCNE00008768:CRCNE00008855:CRCNE00008769:CRCNE00011552,A,199,204
7493,CRCNE00008768:CRCNE00008855:CRCNE00008769:CRCNE00011552,G,228,233
7494,CRCNE00008768:CRCNE00008855:CRCNE00008769:CRCNE00011552,O,595,600
7495,CRCNE00008768:CRCNE00008855:CRCNE00008769:CRCNE00011552,K,648,653
7496,CRCNE00008768:CRCNE00008855:CRCNE00008769:CRCNE00011552,B,711,716
7497,CRCNE00008768:CRCNE00008855:CRCNE00008769:CRCNE00011552,U,796,802
7498,CRCNE00008768:CRCNE00008855:CRCNE00008769:CRCNE00011552,K,892,897
7499,CRCNE00008768:CRCNE00008855:CRCNE00008769:CRCNE00011552,5,902,908
7500,CRCNE00008768:CRCNE00008855:CRCNE00008769:CRCNE00011552,B,907,912
7501,CRCNE00008771,R,4,10
7502,CRCNE00008771,S,62,68
7503,CRCNE00008771,M,83,89
7504,CRCNE00008772:CRCNE00008773:CRCNE00008774,A,101,106
7505,CRCNE00008772:CRCNE00008773:CRCNE00008774,G,106,111
7506,CRCNE00008772:CRCNE00008773:CRCNE00008774,B,196,201
7507,CRCNE00008772:CRCNE00008773:CRCNE00008774,G,214,219
7508,CRCNE00008772:CRCNE00008773:CRCNE00008774,K,261,266
7509,CRCNE00008777:CRCNE00008778:CRCNE00008779,O,42,47
7510,CRCNE00008777:CRCNE00008778:CRCNE00008779,H,49,58
7511,CRCNE00008777:CRCNE00008778:CRCNE00008779,H,127,136
7512,CRCNE00008777:CRCNE00008778:CRCNE00008779,P,165,172
7513,CRCNE00008777:CRCNE00008778:CRCNE00008779,2,303,310
7514,CRCNE00008777:CRCNE00008778:CRCNE00008779,J,326,333
7515,CRCNE00008780:CRCNE00008781,B,12,17
7516,CRCNE00008780:CRCNE00008781,T,75,81
7517,CRCNE00008780:CRCNE00008781,G,174,179
7518,CRCNE00008780:CRCNE00008781,B,197,202
7519,CRCNE00008782,G,99,104
7520,CRCNE00008782,J,143,150
7521,CRCNE00008786:CRCNE00008787:CRCNE00011557,K,1,6
7522,CRCNE00008786:CRCNE00008787:CRCNE00011557,T,13,19
7523,CRCNE00008786:CRCNE00008787:CRCNE00011557,G,45,50
7524,CRCNE00008786:CRCNE00008787:CRCNE00011557,B,65,70
7525,CRCNE00008786:CRCNE00008787:CRCNE00011557,A,119,124
7526,CRCNE00008786:CRCNE00008787:CRCNE00011557,H,233,242
7527,CRCNE00008788,M,61,67
7528,CRCNE00008788,O,127,132
7529,CRCNE00008788,U,168,174
7530,CRCNE00008788,A,216,221
7531,CRCNE00008788,0,226,233
7532,CRCNE00008790:CRCNE00008791,G,9,14
7533,CRCNE00008790:CRCNE00008791,B,68,73
7534,CRCNE00008790:CRCNE00008791,0,211,218
7535,CRCNE00008792:CRCNE00008843,H,16,25
7536,CRCNE00008792:CRCNE00008843,A,32,37
7537,CRCNE00008792:CRCNE00008843,U,33,39
7538,CRCNE00008792:CRCNE00008843,B,76,81
7539,CRCNE00008792:CRCNE00008843,F,78,83
7540,CRCNE00008792:CRCNE00008843,0,180,187
7541,CRCNE00008793,O,39,44
7542,CRCNE00008797:CRCNE00008798,5,11,17
7543,CRCNE00008797:CRCNE00008798,B,24,29
7544,CRCNE00008799,G,78,83
7545,CRCNE00008799,B,87,92
7546,CRCNE00008799,S,102,108
7547,CRCNE00008799,G,128,133
7548,CRCNE00008799,H,130,139
7549,CRCNE00008799,B,165,170
7550,CRCNE00008800,B,60,65
7551,CRCNE00008800,B,98,103
7552,CRCNE00008800,K,247,252
7553,CRCNE00008802:CRCNE00011540:CRCNE00011571,B,22,27
7554,CRCNE00008802:CRCNE00011540:CRCNE00011571,B,84,89
7555,CRCNE00008802:CRCNE00011540:CRCNE00011571,5,94,100
7556,CRCNE00008802:CRCNE00011540:CRCNE00011571,U,110,116
7557,CRCNE00008802:CRCNE00011540:CRCNE00011571,G,254,259
7558,CRCNE00008802:CRCNE00011540:CRCNE00011571,H,256,265
7559,CRCNE00008802:CRCNE00011540:CRCNE00011571,A,298,303
7560,CRCNE00008804,H,28,37
7561,CRCNE00008804,B,67,72
7562,CRCNE00008804,H,84,93
7563,CRCNE00008804,S,90,96
7564,CRCNE00008805,H,16,25
7565,CRCNE00008805,H,45,54
7566,CRCNE00008805,G,51,56
7567,CRCNE00008806:CRCNE00008807:CRCNE00008808,K,135,140
7568,CRCNE00008806:CRCNE00008807:CRCNE00008808,S,174,180
7569,CRCNE00008809,B,66,71
7570,CRCNE00008811:CRCNE00008859:CRCNE00008878:CRCNE00008812,M,115,121
7571,CRCNE00008811:CRCNE00008859:CRCNE00008878:CRCNE00008812,B,214,219
7572,CRCNE00008811:CRCNE00008859:CRCNE00008878:CRCNE00008812,5,318,324
7573,CRCNE00008813,A,18,23
7574,CRCNE00008813,5,31,37
7575,CRCNE00008815,P,102,109
7576,CRCNE00008815,B,127,132
7577,CRCNE00008815,K,190,195
7578,CRCNE00008815,D,190,197
7579,CRCNE00008815,O,220,225
7580,CRCNE00008816,A,21,26
7581,CRCNE00008816,A,57,62
7582,CRCNE00008819,F,34,39
7583,CRCNE00008819,O,124,129
7584,CRCNE00008819,G,143,148
7585,CRCNE00008819,G,165,170
7586,CRCNE00008819,G,185,190
7587,CRCNE00008819,G,261,266
7588,CRCNE00008821,C,8,15
7589,CRCNE00008821,E,44,50
7590,CRCNE00008821,G,88,93
7591,CRCNE00008821,0,161,168
7592,CRCNE00008840,O,24,29
7593,CRCNE00008840,0,36,43
7594,CRCNE00008840,O,49,54
7595,CRCNE00008842:CRCNE00008856,B,5,10
7596,CRCNE00008842:CRCNE00008856,0,149,156
7597,CRCNE00008842:CRCNE00008856,B,208,213
7598,CRCNE00008847,B,59,64
7599,CRCNE00008848,K,28,33
7600,CRCNE00008848,D,28,35
7601,CRCNE00008857,2,1,8
7602,CRCNE00008857,E,6,12
7603,CRCNE00008862:CRCNE00008784,S,35,41
7604,CRCNE00008876,A,27,32
7605,CRCNE00008879:CRCNE00008880,B,109,114
7606,CRCNE00008879:CRCNE00008880,B,116,121
7607,CRCNE00008879:CRCNE00008880,B,145,150
7608,CRCNE00008879:CRCNE00008880,M,196,202
7609,CRCNE00008882,B,25,30
7610,CRCNE00008882,H,33,42
7611,CRCNE00008882,B,80,85
7612,CRCNE00008883,B,16,21
7613,CRCNE00008913,O,11,16
7614,CRCNE00008933,G,4,9
7615,CRCNE00008933,2,30,37
7616,CRCNE00008935,O,2,7
7617,CRCNE00008935,B,65,70
7618,CRCNE00008937,A,17,22
7619,CRCNE00008937,B,23,28
7620,CRCNE00008939:CRCNE00008940:CRCNE00008941,G,132,137
7621,CRCNE00008939:CRCNE00008940:CRCNE00008941,0,278,285
7622,CRCNE00008939:CRCNE00008940:CRCNE00008941,G,328,333
7623,CRCNE00008939:CRCNE00008940:CRCNE00008941,A,353,358
7624,CRCNE00008942:CRCNE00008915:CRCNE00008943,0,122,129
7625,CRCNE00008942:CRCNE00008915:CRCNE00008943,7,123,130
7626,CRCNE00008942:CRCNE00008915:CRCNE00008943,2,288,295
7627,CRCNE00008942:CRCNE00008915:CRCNE00008943,5,292,298
7628,CRCNE00008942:CRCNE00008915:CRCNE00008943,S,310,316
7629,CRCNE00008944:CRCNE00008945,0,81,88
7630,CRCNE00008944:CRCNE00008945,O,242,247
7631,CRCNE00008944:CRCNE00008945,7,244,251
7632,CRCNE00008944:CRCNE00008945,0,270,277
7633,CRCNE00008946,B,29,34
7634,CRCNE00008946,N,168,175
7635,CRCNE00008947,B,56,61
7636,CRCNE00008948,T,49,55
7637,CRCNE00008948,K,53,58
7638,CRCNE00008948,F,55,60
7639,CRCNE00008951:CRCNE00008952:CRCNE00008953,A,134,139
7640,CRCNE00008951:CRCNE00008952:CRCNE00008953,A,157,162
7641,CRCNE00008951:CRCNE00008952:CRCNE00008953,O,374,379
7642,CRCNE00008951:CRCNE00008952:CRCNE00008953,O,435,440
7643,CRCNE00008954,J,55,62
7644,CRCNE00008954,G,77,82
7645,CRCNE00008954,2,87,94
7646,CRCNE00008955,0,2,9
7647,CRCNE00008955,O,57,62
7648,CRCNE00008955,A,220,225
7649,CRCNE00008956,5,38,44
7650,CRCNE00008957,O,21,26
7651,CRCNE00008957,Q,112,118
7652,CRCNE00008957,5,179,185
7653,CRCNE00008958,B,106,111
7654,CRCNE00008959:CRCNE00008960,I,19,26
7655,CRCNE00008959:CRCNE00008960,B,48,53
7656,CRCNE00008959:CRCNE00008960,S,333,339
7657,CRCNE00008961,A,9,14
7658,CRCNE00008962,C,98,105
7659,CRCNE00008963:CRCNE00008964:CRCNE00008965,B,119,124
7660,CRCNE00008963:CRCNE00008964:CRCNE00008965,A,162,167
7661,CRCNE00008963:CRCNE00008964:CRCNE00008965,B,347,352
7662,CRCNE00008963:CRCNE00008964:CRCNE00008965,E,407,413
7663,CRCNE00008966,O,3,8
7664,CRCNE00008966,H,15,24
7665,CRCNE00008967:CRCNE00008919,J,5,12
7666,CRCNE00008967:CRCNE00008919,0,249,256
7667,CRCNE00008967:CRCNE00008919,H,250,259
7668,CRCNE00008968,E,40,46
7669,CRCNE00008969,B,93,98
7670,CRCNE00008970,7,37,44
7671,CRCNE00008970,A,102,107
7672,CRCNE00008971:CRCNE00008972:CRCNE00008973,G,27,32
7673,CRCNE00008971:CRCNE00008972:CRCNE00008973,5,29,35
7674,CRCNE00008971:CRCNE00008972:CRCNE00008973,O,131,136
7675,CRCNE00008971:CRCNE00008972:CRCNE00008973,G,212,217
7676,CRCNE00008971:CRCNE00008972:CRCNE00008973,0,593,600
7677,CRCNE00008971:CRCNE00008972:CRCNE00008973,O,685,690
7678,CRCNE00008974:CRCNE00008926,2,69,76
7679,CRCNE00008975,G,80,85
7680,CRCNE00008975,I,84,91
7681,CRCNE00008975,B,153,158
7682,CRCNE00008976,B,18,23
7683,CRCNE00008979,R,72,78
7684,CRCNE00008979,R,73,79
7685,CRCNE00008979,O,87,92
7686,CRCNE00008980,A,30,35
7687,CRCNE00009000,U,39,45
7688,CRCNE00009000,G,61,66
7689,CRCNE00009004,G,2,7
7690,CRCNE00009004,T,36,42
7691,CRCNE00009004,H,137,146
7692,CRCNE00009004,B,169,174
7693,CRCNE00009004,G,179,184
7694,CRCNE00009007,A,58,63
7695,CRCNE00009007,B,164,169
7696,CRCNE00009008:CRCNE00009001,K,78,83
7697,CRCNE00009008:CRCNE00009001,B,89,94
7698,CRCNE00009009,B,11,16
7699,CRCNE00009010,7,86,93
7700,CRCNE00009011,F,2,7
7701,CRCNE00009011,R,39,45
7702,CRCNE00009011,B,44,49
7703,CRCNE00009012:CRCNE00009013:CRCNE00009014,O,298,303
7704,CRCNE00009012:CRCNE00009013:CRCNE00009014,A,311,316
7705,CRCNE00009012:CRCNE00009013:CRCNE00009014,B,333,338
7706,CRCNE00009015:CRCNE00009016,O,11,16
7707,CRCNE00009015:CRCNE00009016,2,108,115
7708,CRCNE00009020,K,3,8
7709,CRCNE00009020,G,53,58
7710,CRCNE00009020,O,74,79
7711,CRCNE00009023,G,7,12
7712,CRCNE00009023,A,111,116
7713,CRCNE00009023,O,118,123
7714,CRCNE00009023,G,125,130
7715,CRCNE00009024,H,15,24
7716,CRCNE00009024,B,35,40
7717,CRCNE00009024,O,92,97
7718,CRCNE00009024,0,183,190
7719,CRCNE00009025,E,6,12
7720,CRCNE00009026,G,21,26
7721,CRCNE00009026,2,34,41
7722,CRCNE00009027,B,98,103
7723,CRCNE00009027,H,108,117
7724,CRCNE00009028,B,27,32
7725,CRCNE00009031,C,9,16
7726,CRCNE00009031,0,43,50
7727,CRCNE00009032,B,7,12
7728,CRCNE00009032,U,10,16
7729,CRCNE00009032,G,31,36
7730,CRCNE00009032,G,54,59
7731,CRCNE00009032,H,79,88
7732,CRCNE00009033,H,27,36
7733,CRCNE00009033,H,127,136
7734,CRCNE00009035:CRCNE00009036:CRCNE00008981,B,75,80
7735,CRCNE00009035:CRCNE00009036:CRCNE00008981,O,130,135
7736,CRCNE00009035:CRCNE00009036:CRCNE00008981,A,188,193
7737,CRCNE00009037,0,12,19
7738,CRCNE00009037,H,97,106
7739,CRCNE00009038,K,6,11
7740,CRCNE00009038,5,16,22
7741,CRCNE00009038,2,72,79
7742,CRCNE00009038,F,95,100
7743,CRCNE00009038,G,147,152
7744,CRCNE00009039,0,67,74
7745,CRCNE00009039,0,80,87
7746,CRCNE00009039,B,92,97
7747,CRCNE00009040,R,13,19
7748,CRCNE00009040,R,14,20
7749,CRCNE00009040,A,20,25
7750,CRCNE00009041,B,17,22
7751,CRCNE00009041,2,40,47
7752,CRCNE00009041,J,72,79
7753,CRCNE00009042,5,28,34
7754,CRCNE00009042,2,100,107
7755,CRCNE00009042,A,112,117
7756,CRCNE00009057,A,27,32
7757,CRCNE00009058,B,29,34
7758,CRCNE00009063:CRCNE00009116,5,90,96
7759,CRCNE00009063:CRCNE00009116,3,113,119
7760,CRCNE00009074:CRCNE00009073:CRCNE00009079,S,97,103
7761,CRCNE00009074:CRCNE00009073:CRCNE00009079,S,276,282
7762,CRCNE00009082,G,33,38
7763,CRCNE00009092,3,45,51
7764,CRCNE00009094:CRCNE00009093,B,12,17
7765,CRCNE00009094:CRCNE00009093,0,129,136
7766,CRCNE00009097,C,1,8
7767,CRCNE00009097,0,188,195
7768,CRCNE00009097,G,213,218
7769,CRCNE00009097,A,269,274
7770,CRCNE00009097,0,310,317
7771,CRCNE00009098,0,9,16
7772,CRCNE00009098,B,59,64
7773,CRCNE00009098,0,68,75
7774,CRCNE00009098,G,119,124
7775,CRCNE00009098,U,146,152
7776,CRCNE00009098,A,148,153
7777,CRCNE00009098,B,155,160
7778,CRCNE00009098,O,233,238
7779,CRCNE00009099,0,5,12
7780,CRCNE00009099,K,62,67
7781,CRCNE00009099,D,62,69
7782,CRCNE00009100,B,50,55
7783,CRCNE00009100,C,168,175
7784,CRCNE00009100,F,192,197
7785,CRCNE00009101,B,4,9
7786,CRCNE00009101,A,36,41
7787,CRCNE00009102,Q,93,99
7788,CRCNE00009102,O,119,124
7789,CRCNE00009102,A,176,181
7790,CRCNE00009102,B,199,204
7791,CRCNE00009102,G,207,212
7792,CRCNE00009103,G,55,60
7793,CRCNE00009107,M,124,130
7794,CRCNE00009108,O,312,317
7795,CRCNE00009109,A,2,7
7796,CRCNE00009109,K,27,32
7797,CRCNE00009111,I,70,77
7798,CRCNE00009113,0,22,29
7799,CRCNE00009113,G,99,104
7800,CRCNE00009117,B,20,25
7801,CRCNE00009117,0,33,40
7802,CRCNE00009121,H,39,48
7803,CRCNE00009122,K,20,25
7804,CRCNE00009124,G,77,82
7805,CRCNE00009124,K,159,164
7806,CRCNE00009125,2,54,61
7807,CRCNE00009126,I,30,37
7808,CRCNE00009127,3,164,170
7809,CRCNE00009127,I,191,198
7810,CRCNE00009128,O,94,99
7811,CRCNE00009131:CRCNE00009130,0,27,34
7812,CRCNE00009131:CRCNE00009130,A,53,58
7813,CRCNE00009131:CRCNE00009130,O,66,71
7814,CRCNE00009136,E,67,73
7815,CRCNE00009136,K,138,143
7816,CRCNE00009137,B,17,22
7817,CRCNE00009138,K,18,23
7818,CRCNE00009138,B,73,78
7819,CRCNE00009139:CRCNE00009133,O,25,30
7820,CRCNE00009139:CRCNE00009133,B,228,233
7821,CRCNE00009152:CRCNE00009153:CRCNE00009154,O,9,14
7822,CRCNE00009152:CRCNE00009153:CRCNE00009154,2,34,41
7823,CRCNE00009157,2,33,40
7824,CRCNE00009158:CRCNE00009159,B,235,240
7825,CRCNE00009158:CRCNE00009159,0,372,379
7826,CRCNE00009158:CRCNE00009159,T,411,417
7827,CRCNE00009158:CRCNE00009159,A,450,455
7828,CRCNE00009160,G,36,41
7829,CRCNE00009161,C,76,83
7830,CRCNE00009161,Q,173,179
7831,CRCNE00009162,A,65,70
7832,CRCNE00009163,A,114,119
7833,CRCNE00009166:CRCNE00009167,A,42,47
7834,CRCNE00009166:CRCNE00009167,A,66,71
7835,CRCNE00009166:CRCNE00009167,E,109,115
7836,CRCNE00009168,5,39,45
7837,CRCNE00009169,B,81,86
7838,CRCNE00009171,O,10,15
7839,CRCNE00009171,5,117,123
7840,CRCNE00009172,S,25,31
7841,CRCNE00009173:CRCNE00009174,0,57,64
7842,CRCNE00009173:CRCNE00009174,I,126,133
7843,CRCNE00009175,P,57,64
7844,CRCNE00009177,0,36,43
7845,CRCNE00009177,2,65,72
7846,CRCNE00009179:CRCNE00009156,A,43,48
7847,CRCNE00009179:CRCNE00009156,K,146,151
7848,CRCNE00009181,A,13,18
7849,CRCNE00009181,B,22,27
7850,CRCNE00009182:CRCNE00009183:CRCNE00009184,A,44,49
7851,CRCNE00009182:CRCNE00009183:CRCNE00009184,B,76,81
7852,CRCNE00009182:CRCNE00009183:CRCNE00009184,B,106,111
7853,CRCNE00009182:CRCNE00009183:CRCNE00009184,S,182,188
7854,CRCNE00009182:CRCNE00009183:CRCNE00009184,B,195,200
7855,CRCNE00009185:CRCNE00009186:CRCNE00009187,K,60,65
7856,CRCNE00009185:CRCNE00009186:CRCNE00009187,0,91,98
7857,CRCNE00009185:CRCNE00009186:CRCNE00009187,A,108,113
7858,CRCNE00009185:CRCNE00009186:CRCNE00009187,B,148,153
7859,CRCNE00009185:CRCNE00009186:CRCNE00009187,M,264,270
7860,CRCNE00009185:CRCNE00009186:CRCNE00009187,P,329,336
7861,CRCNE00009188:CRCNE00009189,B,11,16
7862,CRCNE00009188:CRCNE00009189,G,30,35
7863,CRCNE00009188:CRCNE00009189,K,47,52
7864,CRCNE00009190,B,49,54
7865,CRCNE00009191,O,33,38
7866,CRCNE00009194,A,78,83
7867,CRCNE00009195,F,155,160
7868,CRCNE00009196:CRCNE00009197:CRCNE00009198,B,15,20
7869,CRCNE00009199,O,24,29
7870,CRCNE00009200,5,156,162
7871,CRCNE00009200,B,187,192
7872,CRCNE00009200,G,224,229
7873,CRCNE00009201,0,21,28
7874,CRCNE00009202,0,77,84
7875,CRCNE00009204,A,19,24
7876,CRCNE00009204,A,91,96
7877,CRCNE00009204,B,107,112
7878,CRCNE00009204,B,126,131
7879,CRCNE00009204,3,203,209
7880,CRCNE00009205,R,23,29
7881,CRCNE00009205,B,233,238
7882,CRCNE00009206,2,37,44
7883,CRCNE00009206,2,76,83
7884,CRCNE00009206,H,87,96
7885,CRCNE00009206,G,89,94
7886,CRCNE00009207,2,42,49
7887,CRCNE00009207,H,73,82
7888,CRCNE00009208,S,16,22
7889,CRCNE00009209,5,31,37
7890,CRCNE00009209,U,64,70
7891,CRCNE00009220,K,16,21
7892,CRCNE00009224:CRCNE00009366,0,104,111
7893,CRCNE00009236:CRCNE00009410,F,30,35
7894,CRCNE00009236:CRCNE00009410,B,91,96
7895,CRCNE00009236:CRCNE00009410,G,111,116
7896,CRCNE00009264,Q,51,57
7897,CRCNE00009272,C,16,23
7898,CRCNE00009272,A,59,64
7899,CRCNE00009273,0,51,58
7900,CRCNE00009274,0,125,132
7901,CRCNE00009274,I,155,162
7902,CRCNE00009275,K,45,50
7903,CRCNE00009276,G,13,18
7904,CRCNE00009276,O,30,35
7905,CRCNE00009276,O,76,81
7906,CRCNE00009277,K,28,33
7907,CRCNE00009277,F,30,35
7908,CRCNE00009277,3,80,86
7909,CRCNE00009278,F,5,10
7910,CRCNE00009278,B,42,47
7911,CRCNE00009280:CRCNE00009394,0,9,16
7912,CRCNE00009280:CRCNE00009394,H,34,43
7913,CRCNE00009282:CRCNE00009281,0,39,46
7914,CRCNE00009282:CRCNE00009281,A,129,134
7915,CRCNE00009283,0,4,11
7916,CRCNE00009283,H,5,14
7917,CRCNE00009287:CRCNE00009349:CRCNE00009348,A,163,168
7918,CRCNE00009287:CRCNE00009349:CRCNE00009348,3,195,201
7919,CRCNE00009299,0,31,38
7920,CRCNE00009330,B,47,52
7921,CRCNE00009331,T,8,14
7922,CRCNE00009331,I,51,58
7923,CRCNE00009336:CRCNE00009335,O,60,65
7924,CRCNE00009336:CRCNE00009335,H,62,71
7925,CRCNE00009336:CRCNE00009335,2,128,135
7926,CRCNE00009336:CRCNE00009335,3,221,227
7927,CRCNE00009337,A,5,10
7928,CRCNE00009337,H,49,58
7929,CRCNE00009337,G,51,56
7930,CRCNE00009337,O,64,69
7931,CRCNE00009339,G,9,14
7932,CRCNE00009339,A,23,28
7933,CRCNE00009340,E,66,72
7934,CRCNE00009341,0,84,91
7935,CRCNE00009341,G,106,111
7936,CRCNE00009341,O,168,173
7937,CRCNE00009342,G,87,92
7938,CRCNE00009344:CRCNE00009343,K,89,94
